Date,A,AAL,AAPL,ABBV,ABT,ACGL,ACN,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AFL,AIG,AIZ,AJG,AKAM,ALB,ALGN,ALK,ALL,ALLE,AMAT,AMCR,AMD,AME,AMGN,AMP,AMT,AMZN,ANET,ANSS,AON,AOS,APA,APD,APH,APTV,ARE,ATO,AVB,AVGO,AVY,AWK,AXON,AXP,AZO,BA,BAC,BALL,BAX,BBWI,BBY,BDX,BEN,BG,BIIB,BIO,BK,BKNG,BKR,BLK,BMY,BR,BRO,BSX,BWA,BX,BXP,C,CAG,CAH,CARR,CAT,CB,CBOE,CBRE,CCI,CCL,CDAY,CDNS,CDW,CE,CF,CFG,CHD,CHRW,CHTR,CI,CINF,CL,CLX,CMA,CMCSA,CME,CMG,CMI,CMS,CNC,CNP,COF,COO,COP,COR,COST,CPB,CPRT,CPT,CRL,CRM,CSCO,CSGP,CSX,CTAS,CTLT,CTRA,CTSH,CTVA,CVS,CVX,CZR,D,DAL,DD,DE,DFS,DG,DGX,DHI,DHR,DIS,DLR,DLTR,DOV,DOW,DPZ,DRI,DTE,DUK,DVA,DVN,DXCM,EA,EBAY,ECL,ED,EFX,EG,EIX,EL,ELV,EMN,EMR,ENPH,EOG,EPAM,EQIX,EQR,EQT,ES,ESS,ETN,ETR,ETSY,EVRG,EW,EXC,EXPD,EXPE,EXR,F,FANG,FAST,FCX,FDS,FDX,FE,FFIV,FI,FICO,FIS,FITB,FLT,FMC,FOX,FOXA,FRT,FSLR,FTNT,FTV,GD,GE,GEN,GILD,GIS,GL,GLW,GM,GNRC,GOOG,GOOGL,GPC,GPN,GRMN,GS,GWW,HAL,HAS,HBAN,HCA,HD,HES,HIG,HII,HLT,HOLX,HON,HPE,HPQ,HRL,HSIC,HST,HSY,HUBB,HUM,HWM,IBM,ICE,IDXX,IEX,IFF,ILMN,INCY,INTC,INTU,INVH,IP,IPG,IQV,IR,IRM,ISRG,IT,ITW,IVZ,J,JBHT,JCI,JKHY,JNJ,JNPR,JPM,K,KDP,KEY,KEYS,KHC,KIM,KLAC,KMB,KMI,KMX,KO,KR,L,LDOS,LEN,LH,LHX,LIN,LKQ,LLY,LMT,LNT,LOW,LRCX,LULU,LUV,LVS,LW,LYB,LYV,MA,MAA,MAR,MAS,MCD,MCHP,MCK,MCO,MDLZ,MDT,MET,META,MGM,MHK,MKC,MKTX,MLM,MMC,MMM,MNST,MO,MOH,MOS,MPC,MPWR,MRK,MRNA,MRO,MS,MSCI,MSFT,MSI,MTB,MTCH,MTD,MU,NCLH,NDAQ,NDSN,NEE,NEM,NFLX,NI,NKE,NOC,NOW,NRG,NSC,NTAP,NTRS,NUE,NVDA,NVR,NWS,NWSA,NXPI,O,ODFL,OKE,OMC,ON,ORCL,ORLY,OTIS,OXY,PANW,PARA,PAYC,PAYX,PCAR,PCG,PEAK,PEG,PEP,PFE,PFG,PG,PGR,PH,PHM,PKG,PLD,PM,PNC,PNR,PNW,PODD,POOL,PPG,PPL,PRU,PSA,PSX,PTC,PWR,PXD,PYPL,QCOM,QRVO,RCL,REG,REGN,RF,RHI,RJF,RL,RMD,ROK,ROL,ROP,ROST,RSG,RTX,RVTY,SBAC,SBUX,SCHW,SEDG,SEE,SHW,SJM,SLB,SNA,SNPS,SO,SPG,SPGI,SRE,STE,STLD,STT,STX,STZ,SWK,SWKS,SYF,SYK,SYY,T,TAP,TDG,TDY,TECH,TEL,TER,TFC,TFX,TGT,TJX,TMO,TMUS,TPR,TRGP,TRMB,TROW,TRV,TSCO,TSLA,TSN,TT,TTWO,TXN,TXT,TYL,UAL,UDR,UHS,ULTA,UNH,UNP,UPS,URI,USB,V,VFC,VICI,VLO,VMC,VRSK,VRSN,VRTX,VTR,VTRS,VZ,WAB,WAT,WBA,WBD,WDC,WEC,WELL,WFC,WHR,WM,WMB,WMT,WRB,WRK,WST,WTW,WY,WYNN,XEL,XOM,XRAY,XYL,YUM,ZBH,ZBRA,ZION,ZTS
2020-11-02 00:00:00,1572300,41094500,122866900,10781400,5907100,2411400,2087200,2479000,2445300,4924800,2742500,1728400,1109700,3171400,5621600,4717900,7278700,881800,1092700,1487100,924900,1247300,1722800,1922400,901900,7475100,6030300,45760700,1178700,2029000,517200,1551200,145148000,6803600,457500,2451100,1062600,12978600,690200,3006800,2237000,1104500,865800,1180800,1175700,480800,731300,444300,3572900,242800,13854600,59756400,2428800,2228800,3319490,2838700,1062720,4590000,1581700,1469500,150300,5640000,342700,10397600,462400,10318500,643700,943600,14351800,3329275,2643000,1230000,24310800,2385600,2496400,6313000,4072400,2708800,827900,2650600,1260700,31928100,839000,1645400,1247600,1161100,2695500,3771000,2505900,1800200,1268200,1930800,590500,4217700,4067000,1687600,24480400,2100700,368700,1285400,1320300,6584300,5072500,2602300,263000,13762900,1519300,1646300,2348800,6191200,672700,474800,3953400,23483100,2588000,17485500,356500,851600,8029400,3276100,3722000,9437900,11475500,2937200,3372700,14200900,4526800,1435900,3432800,1550100,1142900,2550500,2831618,9186000,1175800,1259800,654800,3675800,601200,1185600,1054563,2929900,1056800,9494800,7263200,2650000,10765800,941500,2603500,1395300,365400,1271200,2442300,2193900,934300,5200400,3316500,4858500,257800,426500,3289300,5652000,1343100,934700,2226900,1169900,3837800,1339500,2614800,7099167,1751800,2571100,1158500,59962900,4311300,2695300,15480200,430000,2042900,7242900,1056400,3533100,202100,4401000,4727500,614800,895600,2504900,7284200,561900,3388000,7638000,2873400,1417100,17434138,3736500,9352600,2554700,379700,3597700,14648400,680700,50708000,44228000,754000,2756400,2065600,2459600,283600,15822600,839700,10387800,2013000,2956400,2350000,2606600,397300,2352800,2328600,4198300,11066300,7499100,1735400,2342000,13350000,1266100,253280,1079000,2237700,5555829,3016600,552200,648900,1235100,1572100,983900,33856700,1109900,3058400,2827440,3856500,787900,2145500,2963300,1865400,591100,1321300,4875000,822000,934600,5877100,500600,7088000,4566500,15011600,2057048,4333500,9870500,793400,7165100,5697200,817900,1965100,13369000,1174100,15156100,7478500,1242200,1352600,2843700,807234,1867500,2182600,2376000,3449500,1707700,1342500,2978900,1342800,1327300,11362000,5287000,1062800,2989700,1709500,5094900,725000,2320100,1802500,2983200,2668200,1348500,921400,6042900,5302700,5635900,27165700,9304900,1886800,1005000,306700,858900,2567000,2116600,3053200,9370800,464300,5404800,11738200,342800,8145475,4650300,28883800,16337800,437800,30842200,1089800,1259100,2766500,154800,13103200,25069900,1591200,156100,9233600,8314100,4408200,3082900,4740400,852100,1983700,2103100,1740300,1576100,859000,1791400,29965200,20500,514300,1757600,1903100,2606006,686000,4531100,2848500,12688700,11413200,557200,1819100,28544100,2420400,11088900,424200,1446600,2248050,8404900,5672200,3326100,3126400,21430666,1204900,6682800,1913700,798600,2974500,540200,1830200,4315600,3411600,1109300,982200,747600,337300,1938900,4025900,2072900,804600,3732600,761600,2849400,2503700,14386000,5860300,814200,7320100,887100,835900,7507400,855100,924000,1581500,870200,694000,2150100,752700,2879700,1116600,9750800,1505100,548700,8904900,12719800,1805500,854200,1852800,1196000,18490900,423600,765000,3659400,3666000,1305100,2694000,578900,1498000,2218300,2765500,1699600,1158000,2388700,3552600,1274400,3665300,63620980,4932300,363800,231700,539200,2217600,1842300,6478000,343100,2674300,6244500,1656000,3145000,8939400,2899400,1106300,1271900,1765700,1321100,87063300,1638500,1112900,1127000,3756600,1554400,311700,13901000,2943800,968700,961200,4519000,3726500,3924000,1327400,5915600,8057100,1804400,2738500,4660100,1218000,697400,567700,1877700,2270200,7260700,16086400,1769800,586000,7448100,5148400,5401000,1219300,2075200,38401200,587200,2064400,11362000,5525200,1467750,2347600,411000,832600,5033400,3955100,2674100,40130300,1448900,1017800,1908400,1170183,510700,1210900,1516600
2020-11-03 00:00:00,1175000,43775200,107624400,8518800,3870100,2120900,1544000,1758600,2549900,4088600,2136200,1045600,854700,2886700,4908200,5029000,7168900,961400,845900,1455800,971900,799500,2132200,1724600,726100,9967600,3322100,41231800,1122200,2533600,584000,1268800,97958000,15318800,358400,2302600,908800,10428700,842300,2945200,2236100,908400,759500,1330700,1545700,452500,742100,391800,4004300,290600,12249800,65106200,1654400,3807700,2909919,2033400,1159583,4171600,1456500,1449800,140600,6011500,341100,8610800,560400,14236000,463000,1211100,9313500,3882962,2780800,996000,29985200,1632100,2180100,6733100,4843600,3096200,1033500,1774600,1311500,26494900,959500,1477300,676900,631500,3184400,3596300,1602600,1352300,1172900,2236400,666400,5327800,1904800,1614500,20761600,1770500,322300,1077900,1282100,4660400,3983200,2655800,158400,12131300,1215700,2013100,1090000,5582400,418500,351600,4151400,27342900,1831000,16795200,293200,1163100,5440100,2089600,3620600,7153900,8608000,3348600,4551300,14257900,3122000,1571800,2602100,1452500,1243900,2724000,1871690,8144900,1404600,1894100,624600,3293500,467200,1259100,921435,3512400,1042800,9360000,4889200,2022200,8909500,966500,1722200,1808400,472400,1440500,1654800,1790100,590800,4692000,3503400,3683700,258700,313800,3740200,5863700,1389500,679100,2345000,1943300,2937200,1109900,2518500,9031404,2276400,2635700,1889500,65108800,4269200,3124200,21732700,271800,2630800,4528600,660400,3593200,178100,3219500,5485700,623400,894000,1454900,8345200,741400,4308500,6807500,1604400,1928500,15671834,4233100,6599700,2149500,478400,2955100,11439100,639200,33234000,31432000,882700,2112200,1914900,4545500,230800,13231800,755200,9123200,1656100,3037500,2320600,2640900,392600,3040800,1778700,3719800,12712100,6340200,2111100,1452700,14687400,569800,247302,971000,2975500,4397698,2251200,382300,505200,1068600,1198900,1085400,34349500,1114900,2668700,3067891,4324500,765500,3722000,2411900,1879500,1162800,810100,3452100,921400,847700,6147500,410500,6363000,2606900,17482600,1674926,3558500,6904600,1282700,5427300,6880400,1188100,1821900,12182900,1154700,15285100,6431900,813300,1042700,2544000,910015,1863100,1595900,2488300,3628400,1484600,1951500,2908200,1716200,1196400,7275300,4207500,671000,1617100,2917400,4097700,594800,2658400,1355200,2615000,3229800,1706000,708300,7200700,3859200,5860200,17961900,6671800,975700,698600,230200,481900,2343900,1896900,11307600,10594100,384700,14483000,8395600,391200,7693578,4366900,27651100,13142200,578300,27512000,968100,1704900,3386600,97300,11429500,15148300,1291500,221300,6887900,7474000,3690200,2863700,3490900,864900,1783000,2004300,2096500,1970400,950100,1422700,27290000,20600,483700,1208600,1747400,2104454,503400,4369900,3219500,8822900,8911200,530500,1545600,19259100,2268300,12412800,328600,1623600,2461350,10010500,7188100,1702300,3293900,21636617,1584600,6244200,2678700,1007400,2895700,646100,1521500,5043800,3057500,1178100,867400,579000,256000,1479500,5571100,2819800,719400,3287300,1104300,2117700,1779600,31656000,5832800,1323600,4837500,1389300,490400,8472900,770700,929700,1274300,707000,573300,1962150,623400,1824100,1992900,7740500,1031400,1102300,6910400,12927300,8792700,929400,1396800,911300,13028200,596500,502100,3121200,3552600,1186600,1870800,618400,1720500,1969100,2764500,1684300,954600,5238800,3985200,1044300,4172100,44069208,4030000,284700,144400,435200,1217000,1082400,5812000,238700,2545400,6085500,1714300,3341400,6529000,2556800,1829800,1089800,1546200,1250500,103055100,2466300,1228700,1163300,3588600,1525300,188300,16309000,2955100,949300,898200,4043900,3983600,3142200,1425700,6210400,6467900,1239600,2654000,4003300,1009100,607100,599500,1892000,2649300,6771500,10693500,1708300,580800,7857100,5467700,4316400,1499700,2988600,38427000,600800,2357000,6950100,5137700,1263000,1829200,296500,1341200,4439600,3082800,2471600,36773000,717800,973100,1449700,782491,571700,1876800,1519500
2020-11-04 00:00:00,1357300,45281300,138235500,25849000,7421200,2227300,1725000,4524300,3765300,3781500,2478700,2779300,1209200,2401700,6436200,5122500,5424400,438500,1209100,2134400,1656900,960200,2425300,2148700,814000,9808300,5291100,66579700,1094000,3810000,848000,2434000,136780000,4462000,678200,3127800,678100,19236900,924200,4413200,2189700,1140100,672200,1178200,2127700,483000,728100,563700,4545500,381800,11344700,88845500,2176000,6719400,4006148,1916000,1519563,3853200,1604000,14591500,239100,7630300,423200,7658400,811700,24699700,451000,871000,14830800,2970867,6457900,1041600,25956400,2381600,2901700,9039400,9081700,1799500,1048900,1160700,1684400,27613000,927900,2250600,993800,668400,1953100,5861300,1382600,1173400,1940400,7051800,775800,5653400,1554500,4164600,23064100,2486000,561400,1154800,1236900,9042200,4028800,3189300,204600,15178400,1722500,2449800,1149500,4421600,799500,680400,6505400,30121900,1683000,19347000,558500,1423100,7655700,2427200,3832400,11190800,10925700,3044000,3768300,12348500,3622600,1992600,3086500,1646200,1580300,4198600,3420886,7483000,2445200,1610900,685700,4542300,473500,2422700,1092280,2883700,1013700,16190000,5573600,2594800,16562100,837100,1437700,1254700,357200,1399200,976500,3987700,772900,4053500,5388600,6095200,599300,363800,2851900,6681600,1389900,701800,2874900,992300,3635900,1566900,3241400,11246844,1723200,3813600,1469500,67326800,3972000,4040700,21800100,204400,2810600,6083500,615700,5508700,301400,3558400,6776500,645000,724800,2861900,15753100,755800,9425600,6221000,1819700,1855900,20323882,7409500,12935200,2580000,361900,3898000,14740600,717800,71418000,71342000,936400,2251400,1159300,3868500,375200,19084400,839300,15944300,2301300,3525300,2464600,2923100,566900,2985200,2177400,4318600,21370400,8512600,3339200,1442500,15840500,985000,248663,1982100,1879400,6066905,2989700,734200,319900,1362300,1645300,2087400,34748200,1344400,3567100,2304614,5021100,1583500,3710900,2660300,2760900,767500,1090600,5417400,1413700,907200,10159000,674500,10263500,3628300,18886500,1978025,5403600,11274400,1401300,6169600,4336300,1356800,2240900,14333400,1056600,12930800,9293000,1022500,1806300,5946700,1141651,2829300,2347200,1715800,12211700,2146400,1552700,5006500,1528000,1381500,8999900,4409400,1237200,1523700,2763900,4790100,385200,3274500,1672900,3360800,4034800,1903100,895500,8391700,6023200,7827900,35364400,8346800,908100,787000,243000,1817500,2234400,3140900,5447000,12802800,631200,8883900,7392500,667200,14731422,5442100,48596200,17378000,908000,42311800,1408200,2235100,4101800,128800,13554400,13519800,2060100,155500,12128800,8415300,5137300,4166500,5061800,1684000,2223800,3138500,1967700,2129700,1016200,2370200,41022800,29600,454000,1769400,2354400,2547492,609500,6195600,3756100,11950600,12054900,515800,2042700,22377000,3049800,8869700,608700,2410700,2282100,10894900,5318600,1898400,4576300,40870536,2680800,5820600,2979400,1062800,4171600,392900,1958800,4771200,2136100,1164800,1135900,608300,433000,1866100,4065100,4566200,892200,3709000,1004500,3029900,1984900,16107000,12608900,1793500,3503500,1099700,1195600,10892800,972000,961050,1260900,675200,813700,1592400,733600,1980200,1664900,8662000,1080200,545100,10509400,15044200,4154800,906300,1410600,759700,17689400,465900,1006700,4100000,4431700,1603700,1859600,404700,2483000,1920700,3435500,1130400,1356500,3016100,6709700,1140000,3185900,60219095,5643400,256200,162200,873200,1843500,2561400,5209300,375900,3156600,5937200,2300100,5025900,5372700,2866200,1117700,1257900,2424100,1508500,96429300,2727500,1442800,1301300,5015300,1440800,280100,14812300,3472100,1525400,711700,10344900,4391900,3530000,2760200,7494700,8102700,1817900,6800200,4643600,3240500,1202200,741000,3778600,2917800,10301600,20785700,2202000,655500,8564500,6833900,4179900,1483200,2150800,47203200,579000,1989200,6642500,5975800,1649100,2176700,447000,1760100,3221400,4412300,2283700,35410100,1709500,1044000,2024400,1054823,423400,4176300,3403700
2020-11-05 00:00:00,1143100,54890800,126387100,8013000,5139900,2023800,1954800,2401000,3752900,2946300,2740200,1467400,1692400,3012400,5604300,5234000,6467100,324700,877300,1947800,3231500,890800,1477000,2740200,741000,13118100,5138900,46542300,881000,2070300,646200,1877400,115786000,3917600,539300,1600400,674900,15996500,856400,3396200,1423200,612500,673400,951200,2178300,348600,766900,581200,4197300,306000,12328300,74722600,1745000,4611000,2773354,2489500,2226095,3157700,1297800,5070300,128600,6184300,388200,6399700,714400,17676100,509600,746400,11132700,2989611,5563700,1727900,24945100,2083400,4443900,5778100,4821600,1697200,1064700,1220200,1213400,27600300,1361000,2016100,1322200,780100,3778300,8868500,1499500,1399200,1007600,4441300,476700,3914000,1080600,2340500,18897400,2023500,298900,757700,1197400,6192800,6296000,2293900,180200,10316600,1360900,2255800,1394900,4321200,503800,370400,8961700,23149700,1421000,18312000,407200,1005600,6627300,2079100,3876100,10069400,10627700,5013700,4214800,13145100,4926100,2031800,2886200,1406700,1284000,3106300,3823130,7654800,1874500,1453700,539600,4253000,616300,2770700,846705,2531900,909400,14737800,5623200,3291700,10325200,917400,1659700,1013800,251800,1610400,1397400,2333200,519200,2700700,4929100,5564100,399200,335200,3021600,4875500,1188600,565700,1975800,725900,2741400,2621100,2721500,10345638,1490200,4469800,1509600,61442600,3870000,3267200,17004000,161900,2234600,5825700,993800,3678700,117100,3728400,6100900,1008800,615100,1280400,6588700,510300,5866200,5230000,3190100,1158200,13739814,5636700,7519800,2466200,326900,3656300,35075000,602800,41316000,39758000,685300,1371200,1725600,2892800,304700,11946800,818800,7109700,1681800,2516600,1330700,2884400,794500,2397600,3135900,4585100,11201000,8926200,1533700,1060500,9666800,923600,193983,1324400,4703200,5127701,6270000,440500,504600,1571700,705500,3100000,31103200,1074200,2872700,2905795,3305600,1007100,2432600,3215000,1605900,558800,802500,5107200,906700,1058500,7535000,1137400,8016200,2160700,17837400,2248428,3796700,8837800,1113100,7920600,4442500,1276400,1962500,13630100,718100,12452400,7239900,895000,1049800,2624600,700728,2498300,2917800,1202600,5731000,1709300,1145900,4088100,1812900,1187500,8070200,8837100,766900,1730700,1975600,3794400,632300,3572800,1384500,3622000,5205000,1119300,671200,5744700,3692600,7936600,23823600,9641900,720000,826400,276600,941200,1573500,2178500,5788400,9608700,322500,8219300,7109500,729100,9277210,4449900,51484400,9444300,906200,36080100,1098200,1104600,5816700,169200,16373600,17527400,2536200,119200,8644100,8509700,5372800,3431500,3940000,1410300,1186500,2563900,1305900,1406200,657700,1716000,31902800,17300,417100,1640200,2242200,2543467,561000,4462700,2040700,10102100,9017100,611100,1495700,35111200,3177300,11691700,850500,1477600,1827750,7386600,4298000,1721800,3667800,33926995,1813200,5673100,2268500,2165400,2332400,313400,1594000,5811000,2069300,1038100,985000,842500,326600,1176500,2807600,2993600,945200,3211600,719900,1475600,2919400,15188500,27910900,2966200,4516500,898700,944300,10522900,900200,759150,897600,562000,528400,1665600,689600,1841600,1803600,7446700,827100,437100,6169700,9876000,3565600,810600,1110600,691300,15004600,419100,634400,2758600,3283400,1317500,3145400,254600,1527800,1625400,3147500,979900,781400,5281200,4233300,1113400,3106200,46498086,2899000,217800,102400,2033600,1867700,1918000,6606400,253300,3114900,5886400,1526100,7669700,6047700,3703700,1963000,874100,1363000,1270000,85243500,1612400,965000,2131000,4638100,1267200,591900,16192100,2788200,623900,876200,4786500,3998900,3998300,1404300,5535900,7132100,1941000,3652000,4695000,1926300,879700,684400,2347200,2762700,14470200,20156400,1790000,433200,6102700,7766600,4546700,1556400,2682500,38319700,794400,2682300,7951600,4734200,961050,2427400,309000,1003400,3181100,5303100,2011700,30824100,3004000,1063100,2803100,1604328,399000,2332900,2539300
2020-11-06 00:00:00,1036600,36703700,114457900,7006900,5644100,2192400,1417600,1956300,3814600,3125400,1902300,819100,1262500,2145700,4317800,3970300,8329900,259400,736000,1070500,2609200,664400,1340000,1507500,749700,8639700,6756900,53829900,942400,2028500,365400,1181400,92946000,3526800,269600,1486800,943100,12204500,745400,1664000,992000,1069300,507200,956100,1354500,312100,744800,1860000,3126300,245200,8995600,55454500,1728500,3141100,3239085,1670000,1367043,3496900,1253700,600,148200,4336500,452300,7022600,493900,9680100,337800,576500,11142400,3217152,2284500,1254000,17705200,1561100,2255600,3443000,2983000,1724900,638500,1055600,877200,19585600,2519200,1457600,676100,619800,2970600,4255900,1038700,1362100,693000,3648400,420300,3481300,1078200,1462300,14129100,1566100,269000,724400,1057400,3666000,4481400,2559600,113800,10484500,909600,1950200,1104700,2878400,977600,208400,3798600,19475300,1427000,8671800,331000,647700,5567800,1394700,2576800,24526900,8366900,4497500,4053300,11821100,3817300,1481600,1813100,926200,869000,2305200,2643242,6259700,2211100,1538800,858300,3061500,477600,5172200,1455473,2380500,517100,13372700,3708800,12151100,10244300,914800,2928800,776300,271300,1476100,945500,1606400,506200,2348900,3382100,8823500,273400,471500,2433200,5954100,1166500,549700,1212500,790400,2591100,1329200,2585500,12405176,931200,1926400,1876000,50912100,4655900,2136600,17437600,151500,1894800,6045500,1016500,2825900,129400,1564900,4930500,1609700,395200,1400000,7824100,1071300,4309400,5631000,1828000,999000,13470596,12282600,7209800,1986700,283400,2745700,18089200,422200,33218000,28622000,536300,1109500,1009700,2475100,327400,10871300,588900,8503300,1004200,2839100,1676100,2677200,323600,2858900,2381400,3080300,10262100,6515700,1784400,1035600,12549800,1354900,218719,681800,2833400,5490663,2542300,519800,437100,1415300,880900,1565900,36233700,623100,2734900,2128157,3854600,759500,1899000,2955100,1218000,497300,678900,4967900,651700,851400,5828200,555100,5942500,2135200,12552800,1426461,2623000,21146200,945100,4069300,5107300,696000,1681900,14255400,682600,9294900,7473800,764000,809400,2143500,623322,1263800,1725000,1352700,6229800,1401600,1047800,2672900,1473800,990000,5993300,5059500,768700,2074100,2995800,2978500,481400,4168000,2002800,3916100,7042000,730800,488100,4527800,3924300,6063800,13891000,7146900,541700,718600,145000,525900,1405300,1685000,4282800,8016300,226700,4318700,7181600,285500,6945515,5841000,33393300,6453900,637300,25231900,992500,828700,2951500,229800,13922600,14037000,1799400,139600,6076100,4664700,4236300,3809400,2954000,946700,826200,2506600,906000,1696600,1097500,1350200,38334800,19300,819600,2931700,2748200,4052458,424300,5948400,2120800,7976700,7510400,519800,1145800,21645300,3116400,26843600,471600,1146100,1696800,9358800,4018100,1502700,2867000,23870676,1858100,4702300,1976800,1021000,2083100,704300,1765200,5465400,1682200,1230600,926100,463400,440100,809800,3371400,2625200,668000,3617000,478100,1204000,2205200,8075100,7278500,1413300,4250900,2641800,748400,10748100,663700,753750,1309900,549600,518100,939450,646100,1728100,1684000,7849800,820700,503900,6626100,6824100,1772500,985100,1279500,603200,10324200,326100,586600,2971200,4872900,1072300,3296800,378500,1842300,1255800,2880700,886000,787900,2581600,3108400,1119100,1627000,34735537,2122600,190400,107800,940000,1128000,1506600,4892500,185500,3498000,4544300,1367000,8931300,4304800,2936400,951400,885500,1044200,848000,65118000,1528900,1173000,3182000,4217700,850300,405300,13194100,1673800,405700,661500,2994900,1999600,2960000,801300,6210300,6180500,1597900,1775300,4378700,1138500,459400,505200,1707900,2557900,9524500,11986200,2418600,413200,6370700,4866300,3048500,659400,1895700,29502900,464100,1311800,9441900,5399500,1006050,1513800,251500,373100,3129100,3461900,1454600,33985600,853500,518800,1745400,2280523,370300,1756000,2008200
2020-11-09 00:00:00,2177900,231326200,154515300,11028900,13990700,2331400,3052100,3625300,5150800,3642200,2298000,2361800,1967200,3674500,7284000,7856300,13776300,716100,1797000,2168600,2138400,957200,7015100,3943200,1144200,10154600,9649300,58580700,1610400,2996200,1386800,2423600,143808000,3637600,500700,2548300,1425100,26861600,1261700,3913400,2033100,1726900,808500,3047800,2408800,891200,1347500,943000,17261700,349300,49014400,178378800,3543500,5990800,6771709,4896100,1977328,6654200,1893100,9252600,294200,9647200,1649300,14116800,870000,15533300,567600,1854000,21384700,3309168,5902500,4745200,56895200,4442800,3043300,7186400,5969600,4092900,1024000,4741500,2174000,185304300,2690500,2405600,1568900,1012100,3954300,10508300,2914700,2417500,1632700,2686300,1371900,6633800,4941900,3242900,37456800,4198000,502800,1435400,1651800,4208400,9153600,5669200,410100,17614500,1079800,4371300,3747200,7261200,1344300,524000,8777500,42649500,1905000,17890500,1043400,2157500,11007300,3344000,4633900,15696400,24015200,8330900,4782800,58086400,7970300,2219500,5127000,2640600,1869700,7374200,4380926,35634700,3239100,2405300,1014100,9208300,1336800,6141700,1445838,4148100,1235100,17784200,4772400,7097200,19388000,2693800,2248800,1013200,621000,2624900,1912900,1617600,1084100,6659400,3378900,10837900,437500,852400,10968000,11310600,1757800,1270400,2959800,1073800,10639300,3588000,4185300,11395456,1818200,19306700,2201900,110511300,10946900,3904900,40988000,333000,5907200,8229300,2187000,8323900,282800,6479400,13913600,2067200,804800,2287800,8566600,2783100,4033300,8039000,1916400,2276200,30949392,10760100,10807100,4560800,744900,6855700,22100800,1113200,45366000,53440000,1176700,4822000,1666300,6960500,406600,25174500,1742700,21582600,3778600,7856400,4636300,4445300,632100,9584600,5826600,7735200,19918800,13946800,1972100,2412100,29635500,1168400,404670,955100,9779400,9405841,5231500,822900,717100,2060800,1595700,1795500,48481700,1820100,9585800,3979114,7772500,1276300,4984900,4332700,3383700,967000,1368400,7714300,948200,1286600,7864100,704100,12351600,4058200,47792400,3110972,6770000,16639200,1502200,10642100,19590900,1135000,3282900,31595700,1499000,33442000,20654500,1272300,1048100,4995900,1756825,2031000,3184300,3260200,5493800,1956900,1551000,10765200,1935200,1882500,30140200,16292100,2421900,3437400,14776500,10933700,1211200,14217300,3089400,7981200,4916000,2200400,1496500,8273800,11674900,11758900,25117700,25238700,1117900,2137200,353800,646500,3255100,4418100,6738200,16564700,463200,7867000,17209800,826700,11184046,20266800,63052000,24243300,1245800,44395000,1275400,3062500,4233300,186000,20968500,75069900,3042300,381400,12864500,10766800,10419700,4572600,7491700,1732000,2398500,3362200,1842600,2895300,1809600,2250100,58297600,48000,1319000,4351400,3523700,6756917,1010400,10360900,6214800,14243500,11486600,677200,2420100,60444800,3208200,17020200,703200,2402700,3680550,17776100,8114000,2495700,6111300,230153864,3426900,12664700,5748500,2094300,4777500,827200,5949600,8327700,3978400,2433700,1408600,493900,975500,1783800,6559900,6427800,1464900,8912800,926900,1248400,4540000,18986400,10666300,1809300,27736800,5281200,1321100,22576700,3279800,2167500,3794600,1145500,928800,2544450,1047500,6490400,2114000,19021200,3100200,940400,16225800,14747800,1838500,1748400,3004500,977600,31835600,804000,983800,6353000,24996200,1316100,4296000,676700,1956600,3046500,4140900,2394000,1719100,2372500,11257300,3092700,8057900,93572376,4294900,1109500,316500,914800,2595900,2213900,10476500,523700,5092800,17552700,4192000,6190600,7691300,4231300,1598400,1689800,2734300,2226000,104499000,3378100,1448100,3189300,5308600,3750900,379000,60942600,3542300,991400,3557900,4635300,4487000,9453000,1330500,16088500,17916900,4586300,9458700,19211600,2262400,815800,728500,2478300,9125900,11475200,24265900,4953600,721000,12109900,6480800,5957600,1314900,7776800,102118900,1137700,2398700,14373000,9399500,2110050,3102500,515300,1166800,7114100,18916800,2840300,76879400,2404600,1053000,2035700,2930041,490000,5289500,2325300
